Date,Total_Volume,Total_Market_Cap
2017-10-02,2084328612.0,116680155058.8
2017-10-03,1857098241.0,114512567466.5
2017-10-04,1648586848.0,113418221900.5
2017-10-05,1965073457.0,116299409703.8
2017-10-06,1711230198.0,118075228506.4
2017-10-07,1496679786.0,119707474821.9
2017-10-08,2328279636.0,123922858713.7
2017-10-09,3407374362.0,124152672103.0
2017-10-10,2508094423.0,125010855852.2
2017-10-11,1771903371.0,126370318581.9
2017-10-12,4004623282.0,136482741001.7
2017-10-13,5809037481.0,143918386303.3
2017-10-14,2810110748.0,147309783214.8
2017-10-15,3424183423.0,144650585578.3
2017-10-16,4230472797.0,145114213942.2
2017-10-17,3179806596.0,140422775135.8
2017-10-18,3778613034.0,139207887971.8
2017-10-19,2706192347.0,140255168242.3
2017-10-20,3203212170.0,144693459955.8
2017-10-21,2999910141.0,144308112191.5
2017-10-22,2644138034.0,143396652197.2
2017-10-23,3262296524.0,140844025074.0
2017-10-24,4031128633.0,136026632111.6
2017-10-25,2606296008.0,139657467967.8
2017-10-26,2366310594.0,141927200870.8
2017-10-27,2142455264.0,139886181811.3
2017-10-28,1822453940.0,139101530379.2
2017-10-29,3738859190.0,146510523251.19998
2017-10-30,2351723380.0,146790687178.2
2017-10-31,2911717020.0,152464399572.8
2017-11-01,3761839978.0,155485428565.7
2017-11-02,6169959884.0,160587052898.4
2017-11-03,4678950058.0,164735354164.2
2017-11-04,3150625296.0,166891714917.9
2017-11-05,2941382976.0,166287163117.2
2017-11-06,4098230680.0,161025445017.30002
2017-11-07,3545341064.0,163194443853.0
2017-11-08,6315744442.0,170650674199.80002
2017-11-09,4811910572.0,167487723979.7
2017-11-10,6738381312.0,155023640971.7
2017-11-11,6373443998.0,153425019371.1
2017-11-12,11414020212.0,145064229150.6
2017-11-13,7886218514.0,156250299230.4
2017-11-14,4801712764.0,160969304529.80002
2017-11-15,5471863836.0,172287954602.1
2017-11-16,7678397654.0,182112914941.0
2017-11-17,6255646168.0,180005880385.1
2017-11-18,4859483950.0,182964533519.0
2017-11-19,4994582072.0,187930138593.3
2017-11-20,4957442100.0,192974018300.3
2017-11-21,5958085128.0,189830824905.9
2017-11-22,5114301394.0,195651828036.2
2017-11-23,6912430144.0,194226590183.7
2017-11-24,8123256268.0,204835650939.59998
2017-11-25,6684122606.0,214321021499.6
2017-11-26,7475784234.0,223995618607.9
2017-11-27,8222172728.0,234853828835.6
2017-11-28,9987743034.0,244067874183.1
2017-11-29,16689900888.0,231571149158.19998
2017-11-30,11602266610.0,241375050452.6
2017-12-01,9281863240.0,257326703278.1
2017-12-02,7144851730.0,259719039084.0
2017-12-03,8900810632.0,264878516168.3
2017-12-04,9081646856.0,274683101357.2
2017-12-05,10848714800.0,281952113938.0
2017-12-06,18904534892.0,320066734178.7
2017-12-07,23223657456.0,378763748296.8
2017-12-08,27262282494.0,364288253142.10004
2017-12-09,19745740222.0,343126400128.4
2017-12-10,17148629358.0,341946403781.9
2017-12-11,17942030338.0,379231559447.69995
2017-12-12,29816606060.0,413546209283.2
2017-12-13,25473865104.0,405367119054.60004
2017-12-14,28379678080.0,424383864413.0
2017-12-15,24785953244.0,438791703092.69995
2017-12-16,19879073076.0,477836724355.5
2017-12-17,20572890288.0,478624892773.89996
2017-12-18,23594269668.0,491721830190.30005
2017-12-19,28560732372.0,477945433187.5
2017-12-20,31994211748.0,454936123824.60004
2017-12-21,27446500916.0,455539045724.2
2017-12-22,37522052220.0,393214302255.7
2017-12-23,19912348476.0,417142338805.0
2017-12-24,16927718628.0,393140444053.1
2017-12-25,15912179302.0,407175702126.1
2017-12-26,18872220284.0,448246739386.9
2017-12-27,19868270818.0,451122466699.2
2017-12-28,21607782934.0,426209034424.9
2017-12-29,26462325766.0,463504536629.4
2017-12-30,29155929202.0,427867301461.1
2017-12-31,21697200584.0,462413331793.1
2018-01-01,17577181200.0,463538197943.5
2018-01-02,30862921092.0,506796619640.8
2018-01-03,36220992556.0,557844869642.3
2018-01-04,47486913736.0,576149512872.9
2018-01-05,45221238260.0,599392190861.0
2018-01-06,33216762596.0,611706656175.0
2018-01-07,29073720304.0,617611002912.0
2018-01-08,35201041144.0,546402111830.0
2018-01-09,32534683960.0,531200625973.0
2018-01-10,37745333524.0,529667155698.0
2018-01-11,34836527892.0,485539352511.0
2018-01-12,25940741716.0,521371477537.0
2018-01-13,26998932676.0,541509412364.0
2018-01-14,21456194256.0,515298837169.0
2018-01-15,23785515296.0,497943810133.0
2018-01-16,39762576028.0,399611247176.7
2018-01-17,42000270586.0,398354758979.1
2018-01-18,35967853632.0,419727415096.9
2018-01-19,21907421694.0,420644054541.1
2018-01-20,23585368200.0,462151415552.2
2018-01-21,21484304224.0,413705998344.0
2018-01-22,22388445632.0,394719103066.8
2018-01-23,19558672918.0,390361720654.3
2018-01-24,19325187604.0,410162957898.4
2018-01-25,17730447080.0,407611304823.1
2018-01-26,19491973552.0,402802510485.3
2018-01-27,13272029240.0,412882968230.4
2018-01-28,17097021328.0,441072861937.7
2018-01-29,13583810004.0,420491843288.8
2018-01-30,16367814576.0,373108800223.1
2018-01-31,15668832582.0,382506509898.6
2018-02-01,19438223794.0,340083163502.69995
2018-02-02,27888422608.0,316845171150.3
2018-02-03,16049311874.0,333545274752.3
2018-02-04,14248860560.0,294939960426.0
2018-02-05,17709970940.0,248073309876.09998
2018-02-06,27784161050.0,280020339492.0
2018-02-07,17078609634.0,269046647998.40002
2018-02-08,16304931508.0,292694329739.9
2018-02-09,13060452450.19043,317739489750.0
2018-02-10,18473481000.0,317241165465.8
2018-02-11,12938646422.0,298552864698.9
2018-02-12,11821462652.0,324059570623.8
2018-02-13,10311284560.0,313090177612.5
2018-02-14,16018143660.0,346811180116.0
2018-02-15,16574536390.0,361326986167.7
2018-02-16,12556220172.0,364028496879.4
2018-02-17,14470600692.0,385448032480.3
2018-02-18,14515758800.0,364123587512.5
2018-02-19,11973781944.0,379600453718.4
2018-02-20,16215362632.0,373679572637.1
2018-02-21,15175894650.0,352063207509.0
2018-02-22,13020318648.0,330555796950.7
2018-02-23,12968257596.0,345210275188.9
2018-02-24,11050333316.0,331512092027.4
2018-02-25,9587488860.0,329698066914.3
2018-02-26,11940513170.0,345383130489.7
2018-02-27,11127146220.0,352450902767.1
2018-02-28,10997930830.0,340949044465.8
2018-03-01,11298831244.0,354160377950.1
2018-03-02,11865950028.0,353615470054.8
2018-03-03,10348839202.0,360764972438.0
2018-03-04,10064607436.0,367450323424.8
2018-03-05,11650381534.0,364811025450.8
2018-03-06,11172398346.0,342601827062.6
2018-03-07,13838928466.0,317012402977.8
2018-03-08,11171284624.0,298283230030.0
2018-03-09,14175488250.0,301375912397.9
2018-03-10,8826255534.0,284814187316.5
2018-03-11,9889258736.0,304177021440.0
2018-03-12,9952591424.0,292968638987.0
2018-03-13,9006566416.0,291442449718.4
2018-03-14,10068068098.0,260405535274.9
2018-03-15,11020623940.0,259331075118.5
2018-03-16,8308639270.0,258780302498.0
2018-03-17,6986225462.0,242603178467.7
2018-03-18,11887394542.0,247808200609.3
2018-03-19,11876201598.0,264102032516.4
2018-03-20,10997391994.0,269172288571.2
2018-03-21,10430604284.0,269523976700.8
2018-03-22,9657404456.0,262232410767.6
2018-03-23,9804585930.0,263626802489.7
2018-03-24,9202770110.0,259140444772.7
2018-03-25,7128881276.0,255579496792.3
2018-03-26,9612220008.0,243219284087.7
2018-03-27,9228025772.0,230673247762.5
2018-03-28,8190257944.0,233200456496.0
2018-03-29,10674229380.0,207437007888.7
2018-03-30,10336028138.0,204368471794.2
2018-03-31,7395242988.0,205658798901.6
2018-04-01,7291897228.0,200249251516.5
2018-04-02,6881590218.0,207011239797.7
2018-04-03,8820245082.0,220391316129.8
2018-04-04,7844950084.0,201274019386.1
2018-04-05,9872568430.0,202308055861.1
2018-04-06,6528900770.0,195819300018.9
2018-04-07,6033181182.0,202554691925.8
2018-04-08,5525917048.0,207164232175.8
2018-04-09,7700083964.0,201803253843.8
2018-04-10,6597734560.0,204734279284.5
2018-04-11,9098434440.0,213155873671.8
2018-04-12,16386802180.0,242858484733.2
2018-04-13,13975700388.0,242755937370.9
2018-04-14,9080500486.0,245852536261.7
2018-04-15,9645867368.0,258301564831.6
2018-04-16,9966836030.0,251448861478.4
2018-04-17,11630470816.0,247825877007.6
2018-04-18,10993881164.0,260643483766.3
2018-04-19,12435269520.0,272044963614.1
2018-04-20,16993527496.0,295767654671.2
2018-04-21,14830547904.0,292249196080.2
2018-04-22,12241764452.0,292909210282.3
2018-04-23,12064538816.0,298949444838.8
2018-04-24,22207220472.0,327184336479.5
2018-04-25,23644541432.0,291551631595.6
2018-04-26,16512198548.0,310537735385.6
2018-04-27,15115995758.0,302184653123.7
2018-04-28,15942268204.0,319634474521.8
2018-04-29,20070852768.0,325027011347.4
2018-04-30,18949084636.0,313832290011.1
2018-05-01,16493693748.0,314183079715.0
2018-05-02,14824654444.0,319835198776.2
2018-05-03,19811687008.0,339012873097.4
2018-05-04,16423008902.0,338099485047.8
2018-05-05,14657589946.0,345514429642.0
2018-05-06,13893376840.0,335986377665.7
2018-05-07,15770399460.0,325711364104.6
2018-05-08,13759404604.0,321850518830.2
2018-05-09,13250608916.0,322363671942.7
2018-05-10,12516052314.0,310195756262.1
2018-05-11,17767822672.0,286149765261.2
2018-05-12,14771566894.0,289571455379.5
2018-05-13,11801913374.0,302569138296.6
2018-05-14,14163339550.0,299805359568.6
2018-05-15,12093005046.0,290648498583.8
2018-05-16,12370197348.0,288337236646.6
2018-05-17,11128613464.0,275843488848.6
2018-05-18,10879889414.0,283085816664.7
2018-05-19,8836353230.0,282978388184.0
2018-05-20,9972729756.0,292265619672.2
2018-05-21,9898593976.0,287805542766.9
2018-05-22,9696362390.0,270675602620.7
2018-05-23,12923605276.0,250812578678.5
2018-05-24,12728865802.0,256527371509.0
2018-05-25,9767669888.0,252034038421.8
2018-05-26,7872411772.0,249076026315.5
2018-05-27,7773912530.0,248130708860.3
2018-05-28,10374469142.0,232992162582.3
2018-05-29,11645530006.0,249262847006.2
2018-05-30,9775330688.0,246472559623.5
